SEQPRODUTO;DESCCOMPLETA;CODACESSO;QTDEMBALAGEM;NIVEL 0;NIVEL 1;NIVEL 2;NIVEL 3;NIVEL 4;NIVEL 5;NIVEL 6;NIVEL 7
257007;CALCA JEANS FEM CROCKER 42 SKINNY;01259582;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257008;CALCA JEANS FEM CROCKER 40 SKINNY;01259612;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257009;CALCA JEANS FEM CROCKER 44 SKINNY;01259643;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257010;CALCA JEANS FEM CROCKER 46 SKINNY;01259650;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257011;CALCA JEANS FEM CROCKER 42 SKINNY;01259698;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
224430;LATA OLEO NEXT 500ML METALI 244/006;7891234006943;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
257013;CALCA JEANS FEM CROCKER 44 SKINNY;01259711;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257014;CALCA JEANS FEM CROCKER 46 SKINNY;01259728;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257015;CALCA JEANS MASC CROCKER 40 SKINNY;01259759;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257016;CALCA JEANS MASC CROCKER 42 SKINNY;01259766;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257017;CALCA JEANS MASC CROCKER 46 SKINNY;01259780;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257018;CAMISETA MASC CROCKER M M/C;01259803;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257019;CALCA JEANS MASC CROCKER 44 SKINNY;01259865;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257020;CALCA JEANS MASC CROCKER 46 SKINNY;01259889;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257021;CALCA JEANS MASC CROCKER 48 SKINNY;01259896;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257022;CALCA JEANS FEM CROCKER 38 C/BAIXO;01259926;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257023;CALCA JEANS FEM CROCKER 42 C/BAIXO;01259957;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257024;FILTRO AR TECFIL AR 6196;7891342002127;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257025;CALCA JEANS FEM CROCKER 44 C/BAIXO;01259964;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257026;FILTRO AR MANN C 17 006;7893390206939;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257027;CALCA JEANS FEM CROCKER 42 SKINNY;01259971;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257028;FILTRO AR TECFIL ARL 6092;7891342002233;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257029;FILTRO AR MANN C 29 003/1;4011558072872;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257030;CALCA JEANS FEM CROCKER 44 SKINNY;01259988;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257031;FILTRO AR MANN C 37 001/1;4011558072841;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257032;FILTRO AR TECFIL AR 6016;7891342002059;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257033;CALCA JEANS FEM CROCKER 50 SKINNY;01270013;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257035;FILTRO AR TECFIL ARL 6096;7891342006217;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257035;FILTRO AR TECFIL ARL 6096;7891342506212;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257036;FILTRO AR TECFIL ARL 4147;7891342002042;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257037;CALCA JEANS FEM CROCKER 52 SKINNY;01270020;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257038;FILTRO AR TECFIL ARL 5050;7891342031806;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257038;FILTRO AR TECFIL ARL 5050;7891342005708;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257039;FILTRO OLEO MANN W 7015;4011558044220;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO
257040;FILTRO AR TECFIL ARL 4415;7891342006200;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257040;FILTRO AR TECFIL ARL 4415;7891342031783;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257041;CALCA JEANS FEM CROCKER 38 SKINNY;01270051;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257042;FILTRO OLEO MANN W 6020;4011558063627;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO
257043;FILTRO AR TECFIL AR 6195;7891342002110;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257045;CALCA JEANS FEM CROCKER 40 SKINNY;01270068;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257046;FILTRO AR TECFIL ARL 5055;7891342011358;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257046;FILTRO AR TECFIL ARL 5055;7891342031813;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257047;FILTRO AR TECFIL AR 6193;7891342002097;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257048;CALCA JEANS FEM CROCKER 42 SKINNY;01270082;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257049;FILTRO AR TECFIL AR 2147;7891342002011;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257050;FILTRO AR TECFIL ARL 2506;7891342002189;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257051;CALCA JEANS FEM CROCKER 44 SKINNY;01270099;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257052;FILTRO AR TECFIL ARL 9606;7891342004763;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257052;FILTRO AR TECFIL ARL 9606;7891342032049;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257053;FILTRO AR TECFIL ARL 4150;7891342002226;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257053;FILTRO AR TECFIL ARL 4150;7891342502221;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257055;FILTRO AR TECFIL AR 9620;7891342033411;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257055;FILTRO AR TECFIL AR 9620;7891342002141;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257057;FILTRO AR TECFIL ARL 6091;7891342002196;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257058;CALCA JEANS FEM CROCKER 42 SKINNY;01270105;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257059;FILTRO AR TECFIL ARL 9608;7891342005524;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257059;FILTRO AR TECFIL ARL 9608;7891342505529;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257060;FILTRO AR TECFIL ARL 4151;7891342011655;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257060;FILTRO AR TECFIL ARL 4151;7891342031752;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257063;FILTRO AR TECFIL ARL 8836;7891342002202;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257064;CALCA JEANS FEM CROCKER 48 SKINNY;01270136;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257065;FILTRO AR TECFIL ARL 6095;7891342005692;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257065;FILTRO AR TECFIL ARL 6095;7891342034173;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257066;FILTRO AR TECFIL ARL 8834;7891342005340;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257067;CALCA JEANS FEM CROCKER 50 SKINNY;01270143;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257068;FILTRO AR TECFIL ARL 5053;7891342007894;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257069;FILTRO AR TECFIL ARL 8840;7891342004787;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257070;CALCA JEANS FEM CROCKER 38 SKINNY;01270167;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257071;FILTRO AR TECFIL ARL 5138;7891342010351;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257072;CALCA JEANS FEM CROCKER 40 SKINNY;01270181;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257073;FILTRO AR TECFIL ARL 8839;7891342002288;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257074;CALCA JEANS FEM CROCKER 42 SKINNY;01270198;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257075;FILTRO AR TECFIL AR 2867;7891342002486;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257077;FILTRO AR TECFIL AR 6084;7891342002066;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257078;FILTRO AR TECFIL AR 7704;7891342005494;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257079;FILTRO AR TECFIL ARL 6093;7891342004770;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257080;FILTRO AR TECFIL ARL 9607;7891342005203;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257081;CALCA JEANS FEM CROCKER 44 SKINNY;01270204;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257082;FILTRO AR TECFIL AR 6089;7891342002073;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257083;FILTRO AR TECFIL ARL 4152;7891342011761;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257084;FILTRO AR TECFIL ARL 4145;7891342013192;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257085;CALCA JEANS FEM CROCKER 46 SKINNY;01270211;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257086;CALCA JEANS FEM CROCKER 42 SKINNY;01270228;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257088;FILTRO OLEO TECFIL PEL 801;7891342013390;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO
257089;CALCA JEANS FEM CROCKER 46 SKINNY;01270242;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257090;TAMPA TANQUE UNICK 10200;7895272102001;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
257091;CALCA JEANS FEM CROCKER 48 SKINNY;01270259;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257093;CALCA JEANS FEM CROCKER 52 SKINNY;01270273;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257097;TOALHA MESA KARSTEN 162X220 CHOC;7909156238424;1;GERAL;NAO ALIMENTAR;TEXTIL;COZINHA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA
257105;TOALHA MESA KARSTEN 160CM REDOND;7909156000410;1;GERAL;NAO ALIMENTAR;TEXTIL;COZINHA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA
257106;FILTRO AR TECFIL ARL 5136;7891342005975;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257106;FILTRO AR TECFIL ARL 5136;7891342031837;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257108;FILTRO AR TECFIL ARL 6094;7891342004886;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257109;FILTRO AR TECFIL ARL 7701;7891342004909;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257109;FILTRO AR TECFIL ARL 7701;7891342504904;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257110;FILTRO AR TECFIL ARL 9605;7891342005319;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257110;FILTRO AR TECFIL ARL 9605;7891342032032;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257111;FILTRO AR TECFIL ARL 8838;7891342002219;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257112;FILTRO AR TECFIL ARL 8825;7891342005791;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257113;FILTRO AR TECFIL ARL 8109;7891342510349;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257113;FILTRO AR TECFIL ARL 8109;7891342031936;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257113;FILTRO AR TECFIL ARL 8109;7891342010344;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257114;FILTRO AR TECFIL ARL 5310;7891342031875;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257114;FILTRO AR TECFIL ARL 5310;7891342004718;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257115;FILTRO AR TECFIL ARL 2507;7891342004800;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257116;TOALHA MESA KARSTEN 140X250 FRUT;7909156292266;1;GERAL;NAO ALIMENTAR;TEXTIL;COZINHA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA
257117;FILTRO AR TECFIL ARL 9609;7891342005531;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257118;FILTRO AR TECFIL AR 8833;7891342031622;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257118;FILTRO AR TECFIL AR 8833;7891342002134;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257119;FILTRO AR TECFIL ARL 9601;7891342002271;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257120;TOALHA MESA KARSTEN 140X250 MORG;7909156292884;1;GERAL;NAO ALIMENTAR;TEXTIL;COZINHA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA
257121;FILTRO AR TECFIL AR 3589;7891342002035;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257123;FILTRO AR TECFIL ARL 2505;7891342002165;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257124;FILTRO AR TECFIL AR 3147;7891342002028;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257125;TOALHA MESA KARSTEN 140X140 CARL;7909156155127;1;GERAL;NAO ALIMENTAR;TEXTIL;COZINHA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA
257126;FILTRO AR TECFIL ARL 8841;7891342004794;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257128;FILTRO AR TECFIL AR 2953;7891342002509;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257129;FILTRO AR TECFIL ARL 6090;7891342002080;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257129;FILTRO AR TECFIL ARL 6090;7891342031882;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257130;FILTRO AR TECFIL ARL 1116;7891342002257;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257131;TOALHA MESA KARSTEN 140X250 CARL;7909156155141;1;GERAL;NAO ALIMENTAR;TEXTIL;COZINHA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA
257132;FILTRO AR TECFIL ARL 5137;7891342007580;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257133;FILTRO AR TECFIL AR 1026;7891342002325;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257134;FILTRO AR TECFIL AR 7702;7891342005081;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257135;TOALHA MESA KARSTEN 160CM REDOND;7909156153079;1;GERAL;NAO ALIMENTAR;TEXTIL;COZINHA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA
257136;FILTRO AR TECFIL ARL 9603;7891342002264;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257136;FILTRO AR TECFIL ARL 9603;7891342032018;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257138;FILTRO AR TECFIL ARL 9600;7891342031431;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257138;FILTRO AR TECFIL ARL 9600;7891342013765;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257139;PANETTONE AMPM 400G FRUTAS;7898945060301;1;GERAL;MERCEARIA;SECA DOCE;SAZONAIS;PANETONES CHOCOTONE;NACIONAL;FRUTAS;FRUTAS
257139;PANETTONE AMPM 400G FRUTAS;7898906836952;1;GERAL;MERCEARIA;SECA DOCE;SAZONAIS;PANETONES CHOCOTONE;NACIONAL;FRUTAS;FRUTAS
257140;TOALHA MESA KARSTEN 140X250 TEMP;7909156238653;1;GERAL;NAO ALIMENTAR;TEXTIL;COZINHA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA
257142;FILTRO AR MANN CF 400/1;7893390202436;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257143;TOALHA MESA KARSTEN 162X220 SOL;7909156294338;1;GERAL;NAO ALIMENTAR;TEXTIL;COZINHA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA
257144;FILTRO AR WEGA FAP 4046;7798159120351;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
257147;TOALHA MESA KARSTEN 140X140 TEMP;7909156238639;1;GERAL;NAO ALIMENTAR;TEXTIL;COZINHA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA
257148;TOALHA MESA KARSTEN 140X210 MORG;7909156292877;1;GERAL;NAO ALIMENTAR;TEXTIL;COZINHA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA;TOALHA DE MESA
257155;PNEU GREEN MAX R15 195/55;6959956700370;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
257157;CIG MACO DJARUM KRETEK;78917392;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO
257158;PAPEL SEDA SMOKING 50FOLHAS;84196583;1;GERAL;NAO ALIMENTAR;TABACARIA;PALHA;PALHA;PALHA;PALHA;PALHA
257159;CIG CT LUCKY STRIKE PATTERSON RED;78934276;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
257160;DROPS HALLS 34G GTS1 MELANCIA;7622210683540;1;GERAL;MERCEARIA;SECA DOCE;GULOSEIMAS;DROPS;DURO;DURO;DURO
257161;DROPS HALLS 34G GTS1 CEREJA;7622210683472;1;GERAL;MERCEARIA;SECA DOCE;GULOSEIMAS;DROPS;DURO;DURO;DURO
257162;CIG CT HILTON AUTHENTIC;78934467;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO
257163;FILTRO AR TECFIL ARL 1030;7891342002318;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR;FILTRO AR
